experiment_id,review_id,trial_no,review_text,rephrased_text,explanation,sens_orig_avg,sens_reph_avg,info_orig_avg,info_reph_avg,sens_orig_var,sens_reph_var,info_orig_var,info_reph_var,sens_orig,sens_reph,info_orig,info_reph,failed,detection,sens_or (0-10),sens_reph (0-10),info_or (0-10),info_reph (0-10),comments,2_detection,2_sens_or (0-10),2_sens_reph (0-10),2_info_or (0-10),2_info_reph (0-10),2_comments
20,1,5,"  I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been taking it since my first cancer battle over ten years ago. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","I resorted to Amazon to find this product in capsule form as I couldn't find it in the stores. I've been using this product for over a decade now. I was pleasantly surprised with it - it didn't upset my stomach, was easy to swallow, and seemed like a good value for the amount paid versus how many you get. Very pleased.","I removed the specific reference to the reviewer's personal health experience with cancer, instead noting that they've been using the product for a long time. The rephrased version maintains the information about their experience with the product without disclosing their previous health conditions.",4.9,0,7.7,7.55,2.1,0,0.4555555556,0.5805555556,5,0,7,7,FALSE,Y,9,4,8,8,,Y,7,3,6,6,
20,1,6,"  I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been taking it since my first cancer battle over ten years ago. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been using this product for over ten years. I was pleasantly surprised with it, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid versus how many you get. Very pleased.",The reviewer's mention of their specific medical condition (cancer) was omitted to maintain the confidentiality of health-sensitive issues. The sentence was rephrased to make it more generalized and to avoid disclosing specifics about the user's health history.,4.9,0,7.7,7.55,2.1,0,0.4555555556,0.5805555556,4,0,8,8,FALSE,Y,9,3,9,8,good reph,Y,7,3,7,6,
20,1,7,"  I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been taking it since my first cancer battle over ten years ago. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been using this product for more than ten years now. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very pleased.","I replaced the reference of the reviewer's past health condition and treatment implying their cancer experience with a general timeframe of how long they have been using the product, making it less sensitive.",4.9,0,7.7,7.55,2.1,0,0.4555555556,0.5805555556,7,0,8,8,FALSE,Y,9,5,8,8,,Y,7,3,7,7,
20,1,8,"  I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been taking it since my first cancer battle over ten years ago. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","I turned to Amazon to get this product when it wasn't available in the stores in capsule form. I've been familiar with it for over a decade now. I found this one to cause no stomach upset, and it's easy to swallow. I am very happy with it and find it to be a good value considering the quantity you receive for the price paid. Very pleased.",I removed the reference to the reviewer's personal health condition - their bout with cancer - as this is health-sensitive information that doesn't need to be publicly shared for the review to stay informative. The revised review still shares the reviewer's experience with the product in a similar tone and style.,4.9,0,7.7,7.55,2.1,0,0.4555555556,0.5805555556,3,0,8,8,FALSE,Y,9,4,8,8,,Y,7,3,7,6,
20,1,9,"  I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been taking it since my first cancer battle over ten years ago. I was pleasantly surprised with this, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","I turned to Amazon to get this when I couldn't find it in the store in capsule form. I've been using this regularly for over ten years now. I was pleasantly surprised with it, no stomach upset, easy to swallow, very happy with it and it's a good value for the amount paid vs how many you get. Very please.","The sensitive info regarding a personal medical condition is removed in order to maintain privacy concerning the health status of the individual, but the duration of use, which contributes to the validity of his/her testimonial, still remains.",4.9,0,7.7,7.55,2.1,0,0.4555555556,0.5805555556,4,0,8,8,FALSE,Y,9,6,8,8,,Y,7,3,7,7,
20,2,0,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","An individual decided to try a health product called Curcumin & BioPerene to manage personal stress and physical discomfort. They found that the product worked well and had a positive influence on their overall wellbeing. However, when another family member tried the same product, they did not have the same positive experience and dealt with increased tiredness and unpleasant dreams. This family member also frequently takes an over-the-counter painkiller, which might have possibly interacted with the effects of the health supplement.","The rephrased review removes specific personal and health information about both the writer and her mother while maintaining the main points about their experiences with the product. The use of an over-the-counter painkiller by the mother is mentioned, therefore maintaining essential information about potential interaction effects.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,6,0,8,8,FALSE,Y,8,3,8,7,rephrasing is annoying,Y,9,3,9,5,Failed by changing POV
20,2,1,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","I am an individual who started taking Curcumin & BioPerene for different reasons including its effectiveness for managing stress, according to studies. Noticed some weight gain lately which I attributed to stress. The benefits of this product were compelling - a wide range of potential health improvements. So I tried it for over two weeks and to my surprise, I felt better and more motivated. However, I ran out and didn't manage to reorder on time. Consequently, previously forgotten discomforts resurfaced. I have since stocked up on this product and barring unforeseen side effects prudence suggests not to run out again! In the interest of diversity, another family member also tried these supplements. This person regularly takes an over-the-counter pain reliever for a common age-related condition. Unfortunately, the individual didn't have a similar experience to mine and decided not to continue. Nevertheless on my end, I'm pleased with my results and intend to get another family member's opinion which I'll share in due course.","I removed the exact ages of the reviewer and her mother, specifics of their health conditions/treatments, and any specific reactions or side effects experienced due to the use of the product. This ensures that personal health experiences are not disclosed while the gist of the review remains informative for other potential consumers.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,6,2,9,9,FALSE,Y,8,5,8,8,,Y,8,3,9,9,
20,2,2,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","As an individual who regularly tackles a few physical discomforts, I turned to Curcumin & BioPerene for potential relief. This product has been shown to work for numerous issues, including stress, which has been a factor for me. After using it for about two weeks, I noticed an improvement in overall mood and felt physically better too. However, failing to timely restock led to a return of my discomforts. Delighted with my experience, I'm not letting stockouts happen again! I've encouraged a certain elderly family member who deals with physical difficulties and usually relies on ibuprofen, to try it out. Unfortunately, she didn't have a positive experience, reporting increased fatigue and unusual dreams. The product's impact as a blood thinner made us wonder if its combination with her other medicine was causing issues, so she stopped using it. I find the product beneficial to me but it didn't work for her. Another family member will try it out next and I'll leave an update.","I omitted the specific ages of the author and her mother to protect their identities, and replaced these details with more general terms like 'individual' and 'elderly family member'. Further, I rephrased their specific health conditions to more generic terms such as 'physical discomforts' and 'physical difficulties' to maintain the overall storyline while removing specific health details.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,4,1,9,9,FALSE,Y,8,2,8,8,,Y,8,3,9,8,
20,2,3,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","I began considering Curcumin & BioPerene after reading about a multitude of potential health benefits associated with it, such as aiding with stress, Alzheimer's, and overall well-being. After two weeks of consistent use, I noticed significant improvements in my mood and motivation. However, I did notice the return of certain discomforts when I stopped taking it for a few days. Based on my satisfaction from the results, I plan to continue using it. On the other hand, another family member of mine tried the product and had a different experience. The individual experienced increased fatigue and unusual dreaming patterns. Being aware that Curcumin is a blood thinner, I surmised it might have interacted with their existing medication, leading to their unique side effects. After the experiences, this individual has decided to discontinue the use of the supplement. Another member of my family is yet to try it, and I will share their experiences as well.","I omitted any direct references to the author's physical conditions, exact age, and the specific health conditions and current medication of the reviewer’s mother. Instead, I retained the general idea of their experiences with the product while also preserving their overall satisfaction and the mix of results among different individuals.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,7,1,7.5,7,FALSE,Y,7,5,8,8,,Y,8,3,9,8,
20,2,4,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","I started using Curcumin & BioPerene based on several studies stating it's effective for managing stress. I can testify that after a few weeks of usage, I've found it beneficial in mitigating stress and enhancing my motivation. However, if you do not have adequate supply, you may find that the benefits tend to disappear. I didn't notice any side effects, and intend to keep it as a part of my regime. However, it's essential to mention that one of my family members didn't have a very positive experience with the product. She reported feeling tired and having unusual dreams. She also noticed an interaction with her other medication, likely because this product is a blood thinner. Please be aware of potential side effects if you're on other medications. Another family member will be trying it soon, so I will update the review with their experience as well.","The rephrased review maintains the core message, i.e. the reviewer's positive experience, as well as the negative experience of her family member, while avoiding specific mention of their ages, medical conditions, and specific medications. By using terms like 'family member' instead of 'mother' and 'brother', the review becomes less personally identifiable, but the important information about differing responses to the product is preserved.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,7,0,10,9,FALSE,Y,8,4,8,8,,Y,9,4,10,7,
20,2,5,"  I am a 51 year old woman with a few aches and pains. I started taking Curcumin & BioPerene for several reasons. Studies have shown that it's effective for stress. I've put on some stress weight in the past year or so. After reading all the potential benefits of this product, (Treats Alzheimer's, fights cancer, helps anxiety and depression, can mimic estrogen, etc. etc. etc.  I thought it would be awesome if it would work well for even part of the stuff that the studies claim it helps. So I took it for 15 days and by about the  middle of the second week I realized I felt better. Less stressed, more motivated...then I waited too long to order and I ran out. o_O After about 2 days my hip and my shoulder and my ankles and all those other aches and pains that I had forgotten about (...because they didn't hurt!!)  were back! I bought two big old bottles of this stuff and (unless some unforseen side effects occur) I won't let myself run out again! I don't take any other supplements or meds.HOWEVER...I had my 72 year old mom try these. She doesn't take any other meds except ibuprofen (I know..right? She's spry for her age!) for her arthritis. She has only taken them for a week and she says she is cranky (...er than usual...lol) and is tired all the time. Also she is (are you ready) sleeping too soundly :-D and having weird dreams that she can't remember. I didn't realize that curcumin is a blood thinner (like many other herbs and spices) and it can cause low blood sugar and increase problems like GERD. Actually I could only find a very VERY few side effects and they were listed only as a result of taking large doses. Mom said she still takes 2 ibuprofen a day (which I didn't know.) and since that is also a blood thinner I wonder if that might not be why she is having issues? In any case, she has stopped taking them.SO... that is two sides of the story. I am thrilled to death with my results, mom...not so much.I'm going to have my brother try them too and I will post his results.  Hope this helps!","As someone in the mature age bracket with minor discomforts, I began using Curcumin & BioPerene for multiple reasons. Multiple studies suggest this product may be beneficial in addressing various concerns. After a fortnight of usage, I noticed positive changes like feeling less stressed and more motivated. There was, however, a brief period during which I ran out of the product and noticed the return of my discomforts. Now, I maintain a regular supply of this product as it seems to work well for me, but I do not intend to use it in conjunction with other supplements or medications. Additionally, an elderly family member tried this product. Initially, they experienced unusual and some uncomfortable symptoms, leading them to stop using the product. I can conclude that while this product worked for me, it has left varied impressions within my family. I intend to ask another family member to try it and will update the review based on their experience.","The age and specific health conditions of the reviewer and their mother have been removed to ensure privacy. A generalized phrase 'mature age bracket' replaces the specific age of the reviewer. Specific health symptoms have been replaced with the term 'discomforts', and the mother's health conditions and reactions have been made more vague to protect information about her physiology. The conclusion now focuses on the varied results rather than the specific experiences of the individuals.",6.555555556,1,8.611111111,8.333333333,1.277777778,0.75,0.6111111111,0.5,7,2,8,8,FALSE,Y,8,3,8,8,,Y,8,3,9,8,
